,title,city,address,stars,text,textTranslated,text_PL,text_EN
8418,Dara Kebab,Rzeszów,"Hetmańska 42, 35-078 Rzeszów, Polska",5,"Very fast and hygienic place, most especially very delicious meals always.","Bardzo szybkie i higieniczne miejsce, a przede wszystkim zawsze bardzo smaczne posiłki.","Bardzo szybkie i higieniczne miejsce, a przede wszystkim zawsze bardzo smaczne posiłki.","Very fast and hygienic place, and above all always very tasty meals."
8419,Dara Kebab,Rzeszów,"Hetmańska 42, 35-078 Rzeszów, Polska",5,Naprawdę bardzo dobry kebab!,,Naprawdę bardzo dobry kebab!,Really good kebab!
8420,Dara Kebab,Rzeszów,"Hetmańska 42, 35-078 Rzeszów, Polska",5,Bardzo dobry kebab szybka i miła obsługa,,Bardzo dobry kebab szybka i miła obsługa,Very good fast kebab and nice service
8426,Dara Kebab,Rzeszów,"Hetmańska 42, 35-078 Rzeszów, Polska",5,привет Федя,cześć Fedya,cześć Fedya,"Hi, Fedya."
8429,Dara Kebab,Rzeszów,"Hetmańska 42, 35-078 Rzeszów, Polska",5,😋😋😋,,😋😋😋,"Okay, okay."
8430,Dara Kebab,Rzeszów,"Hetmańska 42, 35-078 Rzeszów, Polska",5,👍,,👍,- What's up?
8431,Dara Kebab,Rzeszów,"Hetmańska 42, 35-078 Rzeszów, Polska",5,Pracownicy zawsze mili i do pogadania,,Pracownicy zawsze mili i do pogadania,Employees always nice and to talk about
8432,Dara Kebab,Rzeszów,"Hetmańska 42, 35-078 Rzeszów, Polska",5,Dobre kebaby,,Dobre kebaby,Good kebabs
8435,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Kox,Sternik,Sternik,Helmsman
8440,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Smacznie!,,Smacznie!,Tasty!
8441,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",4,Super jedzenie!!!,,Super jedzenie!!!,Super food!!!
8444,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",4,Wracając nad ranem nic lepszego Cie spotkać na drodze nie może niż Dara kebab,,Wracając nad ranem nic lepszego Cie spotkać na drodze nie może niż Dara kebab,"Back in the morning, nothing better can happen to you on the road than Dara kebab"
8446,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,"Od czterech lat chodzimy do Dary Kebab i zawsze jest on bardzo dobry, jeszcze ani razu nie trafiło nam się coś złego w smaku, ceny są w przystępnej cenie w porównaniu do innych lokacji, można się na spokojnie najeść, wygodnie usiąść, polecam bardzo.",,"Od czterech lat chodzimy do Dary Kebab i zawsze jest on bardzo dobry, jeszcze ani razu nie trafiło nam się coś złego w smaku, ceny są w przystępnej cenie w porównaniu do innych lokacji, można się na spokojnie najeść, wygodnie usiąść, polecam bardzo.","For four years we have been going to Dara Kebab and it is always very good, we haven't gotten anything bad in taste yet, prices are at an affordable price compared to other locations, you can eat calmly, sit down comfortably, I recommend very much."
8447,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Delicious food!,Pyszne jedzenie!,Pyszne jedzenie!,Delicious food!
8453,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Street food Poland,Jedzenie uliczne w Polsce,Jedzenie uliczne w Polsce,Street food in Poland
8455,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",4,"Dzięki konkurencji poprawiła się jakość jedzenia. Można uznać, że Dara Kebab jest miejscem wartym odwiedzenia z uwagi na cenę.",,"Dzięki konkurencji poprawiła się jakość jedzenia. Można uznać, że Dara Kebab jest miejscem wartym odwiedzenia z uwagi na cenę.","Thanks to the competition, the quality of food has improved. It can be considered that Dara Kebab is a place worth visiting because of the price."
8457,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,"Ulubiony kebab w miescie, bardzo mila obsluga :)",,"Ulubiony kebab w miescie, bardzo mila obsluga :)","Favorite kebab in town, very nice service:)"
8458,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,najlepszy kebab w mieście,,najlepszy kebab w mieście,the best kebab in the city
8459,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Bardzo dobre jedzenie i miła obsługa :),,Bardzo dobre jedzenie i miła obsługa :),Very good food and nice service:)
8460,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Przemiła obsługa i jedzenie. Polecam ♡,,Przemiła obsługa i jedzenie. Polecam ♡,Lovely service and food. I recommend
8464,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Fantastyczna obsługa i smaczne jedzenie. Lokal bardzo klimatyczny. Najlepsza Dara w Rzeszowie 😊,,Fantastyczna obsługa i smaczne jedzenie. Lokal bardzo klimatyczny. Najlepsza Dara w Rzeszowie 😊,Fantastic service and tasty food. Very climatey location. Best Dara in Rzeszów
8466,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Ne yedik beee ellerine sağlık bro,"Co zjedliśmy, dobra robota, bracie","Co zjedliśmy, dobra robota, bracie","What we ate, good job, brother."
8467,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,"Najlepsza obsługa, najlepszy kebab w mieście, jako stały klient zawsze tu wracam  👍 wszystko jak należy",,"Najlepsza obsługa, najlepszy kebab w mieście, jako stały klient zawsze tu wracam  👍 wszystko jak należy","Best service, the best kebab in the city, as a regular customer I always come back here all right"
8469,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,"Teşekkürler, hizmetten memnun kaldım. Dzień dobry ♥️","Dziękuję, byłem zadowolony z obsługi. Dzień dobry ♥️","Dziękuję, byłem zadowolony z obsługi. Dzień dobry ♥️","Thank you, I've been satisfied with the service."
8470,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Klass,Klasa,Klasa,Class
8472,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Super obsługa pyszne jedzenie i fantastyczna turecka atmosfera 🥰,,Super obsługa pyszne jedzenie i fantastyczna turecka atmosfera 🥰,Super service delicious food and a fantastic Turkish atmosphere
8473,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,"polecam, obsluga bardzo mila, dostalam w gratisie deser turecki oraz herbate❤️",,"polecam, obsluga bardzo mila, dostalam w gratisie deser turecki oraz herbate❤️","I recommend, service very nice, I got free Turkish dessert and tea"
8475,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,Mega turasy,,Mega turasy,Mega turasses
8477,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,Kebab nie pływał w sosie - okazał się bardzo dobry. Frytki usmażone idealnie.,,Kebab nie pływał w sosie - okazał się bardzo dobry. Frytki usmażone idealnie.,Kebab didn't swim in sauce - it turned out to be very good. Fries fried perfectly.
8478,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",2,"Mięso wołowe nieświeże (smak i zapach).
Wyczuwalny aromat octu w kebabie.
Obsługa bardzo miła, no ale niestety nie idzie to w parze z jakością i smakiem.
A szkoda...
Nie dało się zjeść, każdy z konsumentów stwierdził to samo.
Pieniądze wyrzucone w błoto.",,"Mięso wołowe nieświeże (smak i zapach).
Wyczuwalny aromat octu w kebabie.
Obsługa bardzo miła, no ale niestety nie idzie to w parze z jakością i smakiem.
A szkoda...
Nie dało się zjeść, każdy z konsumentów stwierdził to samo.
Pieniądze wyrzucone w błoto.","Beef meat is bad (taste and smell). Sensible aroma of vinegar in kebab. Service is very nice, but unfortunately it does not go hand in hand with quality and taste. A pity... You couldn't eat, each consumer said the same. Money thrown into the mud."
8481,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,"Dobry turek, na miejscu, w dobrej cenie. No i najważniejsze że kiebab smaczny😎",,"Dobry turek, na miejscu, w dobrej cenie. No i najważniejsze że kiebab smaczny😎","A good turk, on the spot, at a good price. And the most important thing is that tasty chef"
8482,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,👍👍👍👍👍👍,,👍👍👍👍👍👍,"Okay, okay."
8483,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,Bardzo dobre,,Bardzo dobre,Very good
8487,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,"Miła, zawsze uśmiechnięta obsługa. Jedzenie dobre i szybko podane.",,"Miła, zawsze uśmiechnięta obsługa. Jedzenie dobre i szybko podane.","Nice, always smiling service. Good food and fast served."
8488,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,"super jedzonko, mila obsluga i lizak gratis:) polecam",,"super jedzonko, mila obsluga i lizak gratis:) polecam","Super food, mile service and lollipop free:) I recommend"
8489,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,"Świeże mięso, przemiła obsługa, nic tylko brać! :)",,"Świeże mięso, przemiła obsługa, nic tylko brać! :)","Fresh meat, lovely service, nothing but take!:)"
8491,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,👍👍👍Ideal,👍👍👍Idealny,👍👍👍Idealny,- Perfect.
8493,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,"Dôbrey kebab,🤝",,"Dôbrey kebab,🤝","Dôbrey kebab,"
8494,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Świetne,,Świetne,That's great.
8497,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Najlepszy kebab jaki jadlem miesko pyszne,,Najlepszy kebab jaki jadlem miesko pyszne,The best kebab I ever had was a delicious place.
8499,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Za 16 zł średnim kebabem można sobie dobrze pójeść.,,Za 16 zł średnim kebabem można sobie dobrze pójeść.,For 16 zlotys a medium kebab can go well.
8500,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Kebab po prostu dobry, widać jakość wykonania pracy i nie bez powodu tyle ludzi chwali tego kebaba. Dobra robota Panie Dara
Szanuje za dobre przygotowanie surówek",,"Kebab po prostu dobry, widać jakość wykonania pracy i nie bez powodu tyle ludzi chwali tego kebaba. Dobra robota Panie Dara
Szanuje za dobre przygotowanie surówek","Kebab just good, you can see the quality of work and not without reason so many people praise this kebab. Good job Mr Dara Respects for good preparation of pig irons"
8502,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Bardzo dobry wystrój lokalu, sprawna i szybka obsługa, dobry kebab w boksie, polecam.",,"Bardzo dobry wystrój lokalu, sprawna i szybka obsługa, dobry kebab w boksie, polecam.","Very good decor of the premises, efficient and fast service, good kebab in boxing, I recommend."
8503,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",4,Podrożało zbyt dużo,,Podrożało zbyt dużo,It's too expensive.
8504,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Гарно, швидко, смачно.","Miło, szybko, smacznie.","Miło, szybko, smacznie.","Nice, quick, tasty."
8506,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Awesome 🤩,Świetne 🤩,Świetne 🤩,That's great.
8510,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Szybka obsługa, kebab całkiem niezły. Idealne miejsce na szybki posiłek.",,"Szybka obsługa, kebab całkiem niezły. Idealne miejsce na szybki posiłek.","Quick staff, kebab pretty good, perfect place for a quick meal."
8511,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Polecam smaczne jedzenie,,Polecam smaczne jedzenie,I recommend tasty food.
8512,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Polecam bardzo.  Kebab smaczny i w dobrej cenie.,,Polecam bardzo.  Kebab smaczny i w dobrej cenie.,I recommend it very much. Kebab tasty and good price.
8514,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Kebab jak to w Dara, smaczny, sosów w sam raz, sałata bez wody 🤌👌
Super obsługa, zawsze uśmiechnięta. Polecam",,"Kebab jak to w Dara, smaczny, sosów w sam raz, sałata bez wody 🤌👌
Super obsługa, zawsze uśmiechnięta. Polecam","Kebab as it is in Dara, tasty, sauces just right, lettuce without water, super service, always smiling. I recommend"
8517,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Pyszne jedzonko, świetna obsługa, dodatkowo słodki prezent dla dzieci w postaci lizaków. Polecam !!!",,"Pyszne jedzonko, świetna obsługa, dodatkowo słodki prezent dla dzieci w postaci lizaków. Polecam !!!","Delicious food, great service, additionally sweet gift for children in the form of lollipops. I recommend!!!"
8519,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Fantastyczna obsługa dobry kebab , nawet Pan poczęstował mojego psiaka kurczakiem",,"Fantastyczna obsługa dobry kebab , nawet Pan poczęstował mojego psiaka kurczakiem","Fantastic service good kebab, even you offered my dog chicken"
8520,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Super miła obsługa, mimo kolejki na zamówienie nie czeka się długo. Dumą Rzeszowa - Dara Kebab 💪",,"Super miła obsługa, mimo kolejki na zamówienie nie czeka się długo. Dumą Rzeszowa - Dara Kebab 💪","Super nice service, despite the queue to order not waiting long. The pride of Rzeszów - Dara Kebab"
8521,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Super!,,Super!,Great!
8522,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Jedzenie naprawdę pyszne, obsługa bardzo miła, 😅dostalam lizaka serduszko, niesamowite miejsce i fajny klimat fajne stoliki można siąść porozmawiać i pooglądać fajne samochody oraz motocykle idealne miejsce do zjedzenia i odpoczynku podczas trasy",,"Jedzenie naprawdę pyszne, obsługa bardzo miła, 😅dostalam lizaka serduszko, niesamowite miejsce i fajny klimat fajne stoliki można siąść porozmawiać i pooglądać fajne samochody oraz motocykle idealne miejsce do zjedzenia i odpoczynku podczas trasy","Food really delicious, service very nice, I got a lollipop heart, an amazing place and cool climate cool tables you can sit down and watch cool cars and motorcycles ideal place to eat and relax during the tour"
8523,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Przemiła obsługa, zawsze uśmiechnięta 😊 kebab smaczny 😋",,"Przemiła obsługa, zawsze uśmiechnięta 😊 kebab smaczny 😋","Nice service, always smiling, tasty kebab"
8524,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Super obsługa, wyśmienity kebab
Polecam 😁",,"Super obsługa, wyśmienity kebab
Polecam 😁","Super Service, Excellent kebab Recommend"
8525,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Obsługa bardzo miła, kebab wybitny i lokalizacja bardzo atrakcyjna. Polecam.",,"Obsługa bardzo miła, kebab wybitny i lokalizacja bardzo atrakcyjna. Polecam.","Service very nice, elegant kebab and location very attractive. I recommend."
8526,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Bardzo dobre kebaby oraz miła obsługa. Polecam 👍,,Bardzo dobre kebaby oraz miła obsługa. Polecam 👍,Very good kebabs and nice service.
8527,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Bardzo miła obsługa i dobry świeży kebab polecam ;),,Bardzo miła obsługa i dobry świeży kebab polecam ;),Very nice service and good fresh kebab recommended;)
8532,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Чупачупси в подарок дали посмоктати,Chupachupy dano do ssania w prezencie,Chupachupy dano do ssania w prezencie,Chupachupy was sucked as a gift
8533,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Bardzo pyszne kebaby i miła obsługa 😊 polecam !👌,,Bardzo pyszne kebaby i miła obsługa 😊 polecam !👌,Very delicious kebabs and nice service
8535,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Jak zwykle dobre jedzenie.,,Jak zwykle dobre jedzenie.,"Good food, as usual."
8539,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Najlepszy kebab jaki w życiu jadłem serio. Polecam. Miła i sympatyczna obsługa. 🙂,,Najlepszy kebab jaki w życiu jadłem serio. Polecam. Miła i sympatyczna obsługa. 🙂,The best kebab I've ever had in my life. I recommend. Nice and nice service. 🙂
8540,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Excellent 👌,Świetnie 👌,Świetnie 👌,That's great.
8548,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Super jedzenie,,Super jedzenie,Super Food
8549,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Vry good kebs,Całkiem niezłe keby,Całkiem niezłe keby,Pretty good kebabs.
8550,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Mega spoko jest nowy burger. Wszystko świeże i smaczne. Najmniejszy burger jest jak duży. Cena 20zl z frytkami robi robotę na rynku :),,Mega spoko jest nowy burger. Wszystko świeże i smaczne. Najmniejszy burger jest jak duży. Cena 20zl z frytkami robi robotę na rynku :),Mega cool is a new burger. Everything fresh and tasty. The smallest burger is as big. Price 20zl with fries does a job on the market:)
8551,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",1,"Dawno temu chcąc coś przekąsić zajrzałem do "" Dara Kebab ""zamówiłem kebaba z kurczakiem i poszedłem . Podczas konsumpcji okazało się że kurczak jest niedopieczony (miejscami surowy). Poskutkowało to tym że omijałem ten kebab z daleka . Ale kilka dni temu znajomi mnie namówili aby odwiedź ten niby kebab. Pomyślałem no dobra może tylko mi się tak trafiło , dam im drugą szansę. Zamówiłem kebab studencki w cieście mięso 100g, surówki, sos, ciasto ( z kurczakiem ). Na wstępie nie otrzymałem paragonu tylko karteczkę z numerem zamówienia. Odczekałem na swoje zamówienie i udałem się w dalszą drogę. Idąc i jedząc to ( kebabem nie można tego nazwać) zastanawiałem się gdzie jest te 100 g mięsa z tego kurczaka. W całym tym czymś znalazłem dosłownie dwa kawałki mięsa z kurczaka które na pewno nie miały 100 g. Trzeciej szansy nie będzie. Wiem że was trzeba omijać szerokim łukiem i trzeba było iść na stację na nartę z grzybem ( dla mniej wtajemniczonych chodzi o zapiekankę ). Tak że reasumując NIGDY WIĘCEJ dara niby kebab.",,"Dawno temu chcąc coś przekąsić zajrzałem do "" Dara Kebab ""zamówiłem kebaba z kurczakiem i poszedłem . Podczas konsumpcji okazało się że kurczak jest niedopieczony (miejscami surowy). Poskutkowało to tym że omijałem ten kebab z daleka . Ale kilka dni temu znajomi mnie namówili aby odwiedź ten niby kebab. Pomyślałem no dobra może tylko mi się tak trafiło , dam im drugą szansę. Zamówiłem kebab studencki w cieście mięso 100g, surówki, sos, ciasto ( z kurczakiem ). Na wstępie nie otrzymałem paragonu tylko karteczkę z numerem zamówienia. Odczekałem na swoje zamówienie i udałem się w dalszą drogę. Idąc i jedząc to ( kebabem nie można tego nazwać) zastanawiałem się gdzie jest te 100 g mięsa z tego kurczaka. W całym tym czymś znalazłem dosłownie dwa kawałki mięsa z kurczaka które na pewno nie miały 100 g. Trzeciej szansy nie będzie. Wiem że was trzeba omijać szerokim łukiem i trzeba było iść na stację na nartę z grzybem ( dla mniej wtajemniczonych chodzi o zapiekankę ). Tak że reasumując NIGDY WIĘCEJ dara niby kebab.","A long time ago I wanted to eat something I looked into "" Dara Kebab ""I ordered a chicken kebab and went. During consumption it turned out that the chicken was unroasted (the raw places). It worked out that I avoided this kebab from afar. But a few days ago my friends persuaded me to visit this fake kebab. I thought maybe I just got a second chance. I ordered a student kebab in a 100g meat cake, salad, sauce, pie (with chicken). At first I didn't get a receipt only with the order number. I waited for my order and went on my way. Going and eating it (the kebab couldn't call it) I was wondering where the 100 g of chicken meat is. In all this thing I literally found two pieces of chicken meat that I had to go on my order and I definitely didn't have to eat it (the kebab couldn't call it)."
